timestamp,accx,accy,accz,gyrox,gyroy,gyroz,label
5.8,-0.06,-0.03,0.99,0.98,-5.86,1.04,1
5.85,-0.06,-0.02,1,1.1,-5.8,0.85,1
5.9,-0.06,-0.03,0.99,1.04,-5.68,0.98,1
5.95,-0.06,-0.02,0.99,0.98,-5.68,1.04,1
6,-0.06,-0.02,1,0.67,-5.92,1.22,1
6.05,-0.06,-0.02,1,0.79,-5.74,0.92,1
6.1,-0.06,-0.03,1,0.67,-5.8,1.04,1
6.15,-0.06,-0.02,1,0.98,-5.68,0.92,1
6.2,-0.06,-0.02,1,1.1,-5.55,0.92,1
6.25,-0.06,-0.02,1,0.98,-5.92,1.1,1
6.3,-0.06,-0.02,1,1.1,-5.86,0.92,1
6.35,-0.06,-0.03,0.99,1.1,-5.68,1.22,1
6.4,-0.06,-0.02,1,0.73,-5.68,0.85,1
6.45,-0.06,-0.02,0.99,0.92,-5.8,1.04,1
6.5,-0.06,-0.03,1,0.79,-5.8,0.92,1
6.55,-0.06,-0.02,0.99,0.73,-5.74,0.98,1
6.6,-0.06,-0.02,0.99,0.92,-5.86,1.1,1
6.65,-0.06,-0.02,0.99,0.85,-5.92,1.1,1
6.7,-0.06,-0.02,0.99,0.85,-5.8,1.1,1
6.75,-0.06,-0.03,0.99,0.85,-5.8,1.04,1
6.8,-0.06,-0.02,0.99,0.79,-5.92,1.04,1
6.85,-0.06,-0.02,0.99,0.85,-5.86,0.85,1
6.9,-0.06,-0.02,1,0.98,-5.68,0.92,1
6.95,-0.06,-0.02,1,0.73,-5.68,1.16,1
7,-0.06,-0.02,1,0.92,-5.74,0.85,1
7.05,-0.06,-0.02,0.99,0.92,-5.74,1.1,1
7.1,-0.06,-0.03,0.99,0.92,-5.8,0.92,1
7.15,-0.06,-0.02,0.99,1.1,-5.8,0.92,1
7.2,-0.06,-0.02,0.99,0.92,-5.62,0.98,1
7.25,-0.06,-0.03,1,0.79,-5.86,1.04,1
7.3,-0.06,-0.02,1,0.73,-5.92,1.1,1
7.35,-0.06,-0.02,1,0.98,-5.98,1.16,1
7.4,-0.06,-0.02,1,0.85,-5.68,1.1,1
7.45,-0.06,-0.02,1,1.1,-5.68,1.04,1
7.5,-0.06,-0.02,1,0.92,-5.8,0.92,1
7.55,-0.06,-0.03,1,0.98,-5.74,1.1,1
7.6,-0.06,-0.02,1,0.73,-5.92,0.98,1
7.65,-0.06,-0.02,1,0.98,-5.49,0.92,1
7.7,-0.06,-0.03,1,0.67,-5.86,1.04,1
7.75,-0.06,-0.02,1,0.92,-5.68,1.04,1
7.8,-0.06,-0.02,1,0.85,-5.55,0.92,1
7.85,-0.06,-0.02,1,0.98,-5.8,0.79,1
7.9,-0.06,-0.02,0.99,0.98,-5.62,0.98,1
7.95,-0.06,-0.02,1,0.98,-5.74,0.98,1
8,-0.06,-0.02,0.99,1.1,-5.8,0.98,1
8.05,-0.06,-0.02,1,1.04,-5.55,1.1,1
8.1,-0.06,-0.03,1,0.85,-5.68,0.92,1
8.15,-0.06,-0.03,1,1.16,-5.74,1.04,1
8.2,-0.06,-0.02,1,0.98,-5.62,1.04,1
8.25,-0.06,-0.02,1,0.73,-5.8,0.98,1
8.3,-0.06,-0.03,1,0.85,-5.86,0.85,1
8.35,-0.06,-0.02,1,0.85,-5.74,0.98,1
8.4,-0.06,-0.02,0.99,0.98,-5.62,1.16,1
8.45,-0.06,-0.02,1,0.92,-5.86,0.92,1
8.5,-0.06,-0.03,1,0.79,-5.62,0.98,1
8.55,-0.06,-0.02,1,1.04,-5.74,1.1,1
8.6,-0.06,-0.02,1,0.85,-5.92,1.04,1
8.65,-0.06,-0.03,1,1.1,-5.62,1.04,1
8.7,-0.06,-0.03,1,0.85,-5.8,1.04,1
8.75,-0.06,-0.02,0.99,0.92,-5.86,0.98,1
8.8,-0.06,-0.02,1,0.98,-5.8,0.98,1
8.85,-0.06,-0.03,1,0.61,-5.62,0.98,1
8.9,-0.06,-0.02,1,0.73,-5.8,1.1,1
8.95,-0.06,-0.03,1,0.79,-5.55,1.1,1
9,-0.06,-0.02,1,0.55,-5.98,1.16,1
9.05,-0.06,-0.02,1,0.79,-5.68,1.04,1
9.1,-0.06,-0.02,1,1.04,-5.8,0.98,1
9.15,-0.06,-0.02,1,0.73,-5.74,0.98,1
9.2,-0.06,-0.02,0.99,0.98,-5.74,0.92,1
9.25,-0.06,-0.02,1,0.79,-5.62,1.04,1
9.3,-0.06,-0.02,0.99,0.79,-5.86,1.04,1
9.35,-0.06,-0.02,1,0.92,-5.74,1.1,1
9.4,-0.06,-0.02,1,0.92,-5.68,1.1,1
9.45,-0.06,-0.02,1,0.79,-5.62,1.04,1
9.5,-0.06,-0.02,1,0.98,-5.8,1.04,1
9.55,-0.06,-0.02,1,1.04,-5.62,0.98,1
9.6,-0.06,-0.02,0.99,0.92,-5.8,1.16,1
9.65,-0.06,-0.03,1,0.61,-5.68,1.04,1
9.7,-0.06,-0.02,1,1.04,-5.92,0.92,1
9.75,-0.06,-0.02,1,0.98,-5.92,0.98,1
9.8,-0.06,-0.02,1,0.98,-5.74,1.16,1
9.85,-0.06,-0.03,1,0.92,-5.74,0.85,1
9.9,-0.06,-0.02,1,0.92,-5.86,1.04,1
9.95,-0.06,-0.02,1,0.67,-5.86,1.1,1
10,-0.06,-0.03,1,0.67,-5.74,0.98,1
10.05,-0.06,-0.02,1,0.79,-5.74,0.85,1
10.1,-0.06,-0.03,1,0.85,-5.92,1.04,1
10.15,-0.06,-0.02,0.99,0.73,-5.68,0.98,1
10.2,-0.06,-0.02,1,1.04,-5.68,0.85,1
10.25,-0.06,-0.02,1,0.79,-5.68,0.98,1
10.3,-0.06,-0.02,0.99,0.92,-5.8,1.04,1
10.35,-0.06,-0.02,1,0.73,-5.62,1.04,1
10.4,-0.06,-0.02,1,0.92,-5.74,1.04,1
10.45,-0.06,-0.02,1,0.98,-5.62,0.92,1
10.5,-0.06,-0.02,1,0.92,-5.86,1.04,1
10.55,-0.06,-0.02,1,0.92,-5.8,0.85,1
10.6,-0.06,-0.02,0.99,0.73,-5.86,1.16,1
10.65,-0.06,-0.03,1,1.04,-5.74,1.22,1
10.7,-0.06,-0.02,1,0.79,-5.68,0.98,1
10.75,-0.06,-0.02,1,0.92,-5.92,0.98,1
10.8,-0.06,-0.03,1,0.85,-5.74,0.92,1
10.85,-0.06,-0.02,0.99,0.85,-5.92,1.1,1
10.9,-0.06,-0.03,1,0.92,-5.98,0.98,1
10.95,-0.06,-0.02,0.99,0.92,-5.74,1.16,1
11,-0.06,-0.02,1,1.04,-5.74,0.92,1
11.05,-0.06,-0.02,1,1.04,-5.86,1.22,1
11.1,-0.06,-0.03,1,0.92,-5.92,1.04,1
11.15,-0.06,-0.02,1,0.85,-5.68,1.1,1
11.2,-0.06,-0.02,0.99,0.98,-5.92,1.04,1
11.25,-0.06,-0.02,1,0.67,-5.92,1.16,1
11.3,-0.06,-0.02,1,0.85,-5.86,0.92,1
11.35,-0.06,-0.02,1,1.04,-5.68,1.1,1
11.4,-0.06,-0.02,1,0.92,-5.92,1.1,1
11.45,-0.06,-0.02,1,0.79,-5.86,0.92,1
11.5,-0.06,-0.03,1,0.85,-5.86,1.1,1
11.55,-0.06,-0.02,1,0.85,-5.74,1.22,1
11.6,-0.06,-0.02,0.99,0.92,-5.92,1.1,1
11.65,-0.06,-0.02,1,0.92,-5.74,0.98,1
11.7,-0.06,-0.02,1,0.79,-5.49,1.16,1
11.75,-0.06,-0.02,1,0.85,-5.74,0.98,1
11.8,-0.06,-0.02,0.99,0.67,-5.86,0.98,1
11.85,-0.06,-0.02,1,0.79,-5.68,1.1,1
11.9,-0.06,-0.02,1,0.85,-5.55,1.04,1
11.95,-0.06,-0.03,1,1.04,-5.74,1.04,1
12,-0.06,-0.02,1,0.92,-5.92,0.98,1
12.05,-0.06,-0.02,1,0.98,-5.8,1.04,1
12.1,-0.06,-0.03,0.99,0.79,-5.62,0.98,1
12.15,-0.06,-0.02,1,1.04,-5.8,1.16,1
12.2,-0.06,-0.02,1,0.79,-5.68,1.1,1
12.25,-0.06,-0.03,1,0.79,-5.68,1.04,1
12.3,-0.06,-0.02,1,0.98,-5.55,1.04,1
12.35,-0.06,-0.02,0.99,0.92,-5.92,1.16,1
12.4,-0.06,-0.02,1,0.98,-5.86,1.1,1
12.45,-0.06,-0.02,0.99,0.85,-5.86,0.98,1
12.5,-0.06,-0.02,0.99,0.79,-5.8,1.1,1
12.55,-0.06,-0.02,0.99,0.92,-5.8,1.1,1
12.6,-0.06,-0.02,0.99,0.92,-5.62,1.1,1
12.65,-0.06,-0.02,1,0.85,-5.86,1.04,1
12.7,-0.06,-0.03,1,1.16,-5.8,1.1,1
12.75,-0.06,-0.03,0.99,0.98,-5.86,1.1,1
12.8,-0.06,-0.02,1,1.04,-5.92,1.1,1
12.85,-0.06,-0.02,1,0.73,-5.86,1.16,1
12.9,-0.06,-0.02,1,0.98,-5.74,1.04,1
12.95,-0.06,-0.03,1,0.85,-5.98,1.1,1
13,-0.06,-0.02,1,0.92,-5.68,1.04,1
13.05,-0.06,-0.02,1,0.98,-5.86,1.04,1
13.1,-0.06,-0.02,0.99,0.92,-5.98,0.92,1
13.15,-0.06,-0.02,0.99,0.98,-5.8,1.22,1
13.2,-0.06,-0.03,1,0.92,-5.8,0.92,1
13.25,-0.06,-0.03,0.99,0.92,-5.55,1.1,1
13.3,-0.06,-0.02,1,0.79,-5.98,1.1,1
13.35,-0.06,-0.03,1,0.98,-5.62,0.98,1
13.4,-0.06,-0.02,0.99,0.85,-5.62,0.92,1
13.45,-0.06,-0.02,0.99,0.92,-5.92,0.85,1
13.5,-0.06,-0.02,1,0.79,-5.86,1.16,1
13.55,-0.06,-0.02,1,0.73,-5.74,0.98,1
13.6,-0.06,-0.03,1,1.1,-5.8,1.1,1
13.65,-0.06,-0.02,1,1.16,-5.74,1.1,1
13.7,-0.06,-0.02,1,1.04,-5.86,0.98,1
13.75,-0.06,-0.02,0.99,0.79,-5.8,0.98,1
13.8,-0.06,-0.02,0.99,0.85,-5.8,1.04,1
13.85,-0.06,-0.03,1,0.73,-5.86,0.98,1
13.9,-0.06,-0.03,1,0.98,-5.68,0.92,1
13.95,-0.06,-0.02,1,0.98,-5.86,0.92,1
14,-0.06,-0.03,1,1.04,-5.86,1.1,1
14.05,-0.06,-0.02,1,0.85,-5.74,1.1,1
14.1,-0.06,-0.03,1,0.73,-5.92,0.92,1
14.15,-0.06,-0.03,0.99,0.98,-5.62,1.04,1
14.2,-0.06,-0.02,1,0.92,-5.74,0.98,1
14.25,-0.06,-0.02,1,0.92,-5.98,0.92,1
14.3,-0.06,-0.03,1,0.85,-5.86,0.98,1
14.35,-0.06,-0.02,1,0.85,-5.98,1.04,1
14.4,-0.06,-0.02,1,0.92,-5.92,0.92,1
14.45,-0.06,-0.03,0.99,0.67,-5.62,1.04,1
14.5,-0.06,-0.02,1,0.98,-5.8,0.92,1
14.55,-0.06,-0.02,1,0.85,-5.62,0.98,1
14.6,-0.06,-0.03,1,1.1,-5.68,0.98,1
14.65,-0.06,-0.03,1,0.92,-5.55,0.98,1
14.7,-0.06,-0.02,0.99,0.92,-5.68,1.1,1
14.75,-0.06,-0.02,0.99,0.92,-5.62,1.1,1
14.8,-0.06,-0.02,1,0.98,-5.74,0.92,1
14.85,-0.06,-0.02,1,0.67,-5.74,0.79,1
14.9,-0.06,-0.03,1,0.92,-5.62,1.04,1
14.95,-0.06,-0.02,1,0.85,-5.74,1.1,1
15,-0.06,-0.02,1,0.67,-5.86,0.92,1
15.05,-0.06,-0.02,1,0.61,-5.98,0.92,1
15.1,-0.06,-0.02,1,0.85,-5.55,1.1,1
15.15,-0.06,-0.02,1,0.92,-5.8,1.04,1
15.2,-0.06,-0.02,1,0.79,-5.86,0.85,1
15.25,-0.06,-0.02,1,0.92,-5.74,0.98,1
15.3,-0.06,-0.02,1,0.92,-5.98,1.1,1
15.35,-0.06,-0.02,1,0.92,-5.92,1.04,1
15.4,-0.06,-0.02,0.99,1.1,-5.74,0.98,1
15.45,-0.06,-0.02,1,0.73,-5.8,1.1,1
15.5,-0.06,-0.02,0.99,0.98,-5.8,1.16,1
15.55,-0.06,-0.02,1,0.98,-5.62,0.98,1
15.6,-0.06,-0.02,1,0.98,-5.74,0.92,1
15.65,-0.06,-0.02,1,0.98,-5.86,0.92,1
15.7,-0.06,-0.02,1,0.79,-5.74,1.1,1
15.75,-0.06,-0.02,0.99,0.92,-5.62,1.1,1
15.8,-0.06,-0.02,1,0.98,-5.68,1.1,1
15.85,-0.06,-0.02,1,0.79,-5.8,1.04,1
15.9,-0.06,-0.02,1,0.85,-5.74,1.16,1
15.95,-0.06,-0.02,1,0.92,-5.8,0.92,1
16,-0.06,-0.02,0.99,0.92,-5.68,1.1,1
16.05,-0.06,-0.02,1,0.79,-5.68,0.92,1
16.1,-0.06,-0.03,1,1.04,-5.68,0.98,1
16.15,-0.06,-0.02,1,0.85,-5.98,0.98,1
16.2,-0.06,-0.03,1,1.04,-5.68,0.98,1
16.25,-0.06,-0.02,1,1.04,-5.74,0.92,1
16.3,-0.06,-0.02,0.99,0.85,-5.74,1.1,1
16.35,-0.06,-0.02,0.99,1.04,-5.74,1.16,1
16.4,-0.06,-0.02,1,0.73,-5.55,1.04,1
16.45,-0.06,-0.02,0.99,1.04,-5.62,0.98,1
16.5,-0.06,-0.02,0.99,0.98,-5.8,0.92,1
16.55,-0.06,-0.02,1,1.04,-5.74,0.79,1
16.6,-0.06,-0.02,1,0.79,-5.74,1.04,1
16.65,-0.06,-0.02,1,0.61,-5.86,0.98,1
16.7,-0.06,-0.02,1,1.04,-5.49,1.1,1
16.75,-0.06,-0.03,1,0.85,-5.74,0.85,1
16.8,-0.06,-0.02,1,0.92,-5.8,1.04,1
16.85,-0.06,-0.03,1,0.85,-5.86,0.98,1
16.9,-0.06,-0.03,1,0.85,-5.86,0.85,1
16.95,-0.06,-0.02,1,0.92,-5.74,1.04,1
17,-0.06,-0.02,1,0.85,-5.92,1.1,1
17.05,-0.06,-0.03,1,0.98,-5.8,0.85,1
17.1,-0.06,-0.02,0.99,1.1,-5.68,0.98,1
17.15,-0.06,-0.02,1,0.79,-5.92,0.92,1
17.2,-0.06,-0.02,1,0.92,-5.74,0.98,1
17.25,-0.06,-0.02,1,0.92,-5.62,0.92,1
17.3,-0.06,-0.02,0.99,0.98,-5.8,1.04,1
17.35,-0.06,-0.02,1,0.98,-5.68,0.92,1
17.4,-0.06,-0.03,1,0.85,-5.55,0.98,1
17.45,-0.06,-0.02,1,0.73,-5.86,1.1,1
17.5,-0.06,-0.02,1,0.98,-5.98,1.1,1
17.55,-0.06,-0.02,0.99,1.16,-5.68,0.98,1
17.6,-0.06,-0.02,0.99,0.92,-5.68,1.16,1
17.65,-0.06,-0.02,0.99,0.85,-5.86,0.98,1
17.7,-0.06,-0.03,1,1.1,-5.68,0.98,1
17.75,-0.06,-0.02,0.99,0.92,-5.62,1.04,1
17.8,-0.06,-0.03,1,0.92,-5.86,0.85,1
17.85,-0.06,-0.02,1,0.98,-5.8,1.22,1
17.9,-0.06,-0.02,0.99,0.79,-5.8,1.1,1
17.95,-0.06,-0.03,1,0.98,-5.43,1.1,1
18,-0.06,-0.02,0.99,0.92,-5.8,0.98,1
18.05,-0.06,-0.02,1,0.98,-5.8,0.92,1
18.1,-0.06,-0.02,1,0.92,-5.68,1.1,1
18.15,-0.06,-0.03,1,0.92,-5.68,1.04,1
18.2,-0.06,-0.02,1,0.98,-5.8,1.16,1
18.25,-0.06,-0.02,0.99,0.92,-5.68,1.1,1
18.3,-0.06,-0.03,1,0.92,-5.55,0.92,1
18.35,-0.06,-0.02,1,0.73,-5.62,0.98,1
18.4,-0.06,-0.02,1,0.73,-5.8,0.92,1
18.45,-0.06,-0.03,0.99,0.98,-5.55,0.98,1
18.5,-0.06,-0.02,1,0.79,-5.74,1.04,1
18.55,-0.06,-0.03,1,0.92,-5.86,1.16,1
18.6,-0.06,-0.02,1,0.85,-5.8,0.98,1
18.65,-0.06,-0.03,1,0.85,-5.8,1.04,1
18.7,-0.06,-0.02,1,0.92,-5.98,1.1,1
18.75,-0.06,-0.02,1,0.85,-5.8,1.1,1
18.8,-0.06,-0.03,1,0.98,-5.55,1.1,1
18.85,-0.06,-0.02,0.99,0.61,-5.55,1.16,1
18.9,-0.06,-0.03,1,0.92,-5.92,0.92,1
18.95,-0.06,-0.02,1,0.85,-5.68,0.92,1
19,-0.06,-0.02,0.99,0.92,-5.86,1.04,1
19.05,-0.06,-0.02,1,0.79,-5.74,0.98,1
19.1,-0.06,-0.02,0.99,0.79,-5.68,1.04,1
19.15,-0.06,-0.02,0.99,0.92,-5.86,0.92,1
19.2,-0.06,-0.02,0.99,0.79,-5.74,0.98,1
19.25,-0.06,-0.03,0.99,0.85,-5.8,1.04,1
19.3,-0.06,-0.02,0.99,0.92,-5.86,0.92,1
19.35,-0.06,-0.02,1,0.79,-5.8,0.92,1
19.4,-0.06,-0.03,1,0.85,-5.8,1.04,1
19.45,-0.06,-0.02,1,0.85,-5.8,1.1,1
19.5,-0.06,-0.02,0.99,0.67,-5.92,0.98,1
19.55,-0.06,-0.02,0.99,0.92,-5.8,0.98,1
19.6,-0.06,-0.03,1,0.73,-5.8,0.92,1
19.65,-0.06,-0.02,1,0.98,-5.74,0.92,1
19.7,-0.06,-0.02,1,0.98,-5.62,1.1,1
19.75,-0.06,-0.03,0.99,1.04,-5.68,0.92,1
19.8,-0.06,-0.02,1,0.79,-5.74,1.22,1
19.85,-0.05,-0.03,0.99,1.16,-5.8,1.04,1
19.9,-0.06,-0.02,1,0.79,-5.68,1.04,1
19.95,-0.06,-0.03,1,0.98,-5.92,0.92,1
20,-0.06,-0.02,0.99,0.79,-6.04,0.98,1
20.05,-0.06,-0.03,1,0.92,-5.8,1.1,1
20.1,-0.06,-0.03,0.99,0.67,-5.62,0.98,1
20.15,-0.06,-0.03,1,0.79,-5.86,1.16,1
20.2,-0.06,-0.03,1,0.85,-5.74,0.98,1
20.25,-0.06,-0.03,1,0.98,-5.74,0.85,1
20.3,-0.06,-0.02,1,0.85,-5.86,0.92,1
20.35,-0.06,-0.03,1,0.67,-5.98,0.98,1
20.4,-0.06,-0.02,0.99,0.92,-5.68,1.16,1
20.45,-0.06,-0.02,0.99,0.98,-5.68,0.98,1
20.5,-0.06,-0.03,1,0.79,-5.74,0.98,1
20.55,-0.06,-0.02,1,0.73,-5.92,1.1,1
20.6,-0.06,-0.02,1,0.98,-5.92,0.85,1
20.65,-0.06,-0.02,1,0.85,-5.86,0.92,1
20.7,-0.06,-0.02,1,0.98,-5.68,0.85,1
20.75,-0.06,-0.02,1,0.79,-5.68,1.04,1
20.8,-0.06,-0.02,1,0.61,-5.92,1.1,1
20.85,-0.06,-0.02,1,0.98,-5.74,1.04,1
20.9,-0.06,-0.03,0.99,0.85,-5.8,0.92,1
20.95,-0.06,-0.02,1,0.98,-5.74,1.04,1
21,-0.06,-0.02,1,0.92,-5.98,1.1,1
21.05,-0.06,-0.02,1,0.92,-5.86,0.98,1
21.1,-0.06,-0.02,0.99,0.92,-5.86,1.16,1
21.15,-0.06,-0.02,1,1.04,-5.68,0.98,1
21.2,-0.06,-0.02,0.99,0.85,-5.86,1.1,1
21.25,-0.06,-0.03,1,0.92,-5.92,0.92,1
21.3,-0.06,-0.03,1,0.79,-5.86,1.04,1
21.35,-0.06,-0.02,0.99,0.92,-5.86,0.92,1
21.4,-0.06,-0.02,1,0.85,-5.8,1.1,1
21.45,-0.06,-0.02,1,0.85,-5.86,1.16,1
21.5,-0.06,-0.02,1,0.92,-5.74,0.98,1
21.55,-0.06,-0.03,1,0.79,-5.68,1.04,1
21.6,-0.06,-0.02,0.99,0.73,-5.8,0.98,1
21.65,-0.06,-0.03,1,0.79,-5.74,0.85,1
21.7,-0.06,-0.02,0.99,0.98,-5.68,0.92,1
21.75,-0.06,-0.02,1,0.85,-5.74,0.92,1
21.8,-0.06,-0.03,0.99,1.04,-5.68,1.1,1
21.85,-0.06,-0.02,1,0.98,-5.86,1.04,1
21.9,-0.06,-0.02,1,0.85,-5.62,1.04,1
21.95,-0.06,-0.02,1,0.79,-5.74,0.98,1
22,-0.06,-0.02,1,0.92,-6.04,1.04,1
