timestamp,accx,accy,accz,gyrox,gyroy,gyroz,label
4,0,0.01,-0.98,1.53,-0.98,-0.24,2
4.05,0,0.01,-0.99,1.59,-1.28,0,2
4.1,0,0,-0.99,0.79,-0.92,-0.31,2
4.15,-0.02,0,-1,1.95,-1.4,0.55,2
4.2,-0.01,0.01,-1.01,1.83,-1.53,0.06,2
4.25,0,0,-0.98,0.92,-2.62,-0.61,2
4.3,0,-0.01,-1,1.77,-1.04,-0.24,2
4.35,0,0,-0.98,1.04,-1.46,-0.18,2
4.4,-0.01,0,-1,1.77,-1.28,0.24,2
4.45,0,0,-1,1.34,-1.53,-0.18,2
4.5,0,0,-0.97,1.4,-2.26,-0.31,2
4.55,0,-0.01,-1,1.71,-2.01,-0.31,2
4.6,0,0,-0.99,1.22,-2.14,-0.18,2
4.65,0,-0.01,-0.98,0.61,-2.62,-0.24,2
4.7,0,-0.01,-0.99,0.49,-1.16,-0.24,2
4.75,0.01,-0.01,-0.97,-0.79,-2.56,-0.06,2
4.8,0,-0.03,-1,-0.06,-1.34,-0.24,2
4.85,0,-0.01,-1,-0.43,-1.89,-0.24,2
4.9,0,-0.02,-0.99,1.04,-1.34,-0.31,2
4.95,0,-0.03,-1,2.75,-0.73,-0.49,2
5,0,-0.02,-0.98,3.17,0.24,-0.24,2
5.05,0,-0.02,-0.99,2.69,-1.22,-0.24,2
5.1,0,-0.02,-0.99,2.08,-1.71,-0.43,2
5.15,0,-0.03,-1,2.38,-1.77,-0.31,2
5.2,0,-0.02,-1,2.81,-1.53,-0.31,2
5.25,0,-0.02,-0.99,1.95,-0.85,-0.31,2
5.3,0,-0.02,-0.99,1.95,-1.53,0.06,2
5.35,-0.01,-0.01,-0.99,1.71,-1.83,-0.24,2
5.4,0,-0.02,-1,2.32,-0.79,-0.55,2
5.45,0,-0.03,-0.99,2.62,-1.28,-0.61,2
5.5,0,-0.02,-0.99,2.93,-0.92,-0.24,2
5.55,0,-0.02,-0.98,2.99,-1.4,0.12,2
5.6,-0.01,0,-0.99,1.28,0.12,0.12,2
5.65,-0.01,-0.01,-1,1.53,-1.16,-0.37,2
5.7,-0.01,-0.03,-1.01,1.89,0.24,-0.24,2
5.75,0,-0.02,-0.99,2.14,-1.65,-0.06,2
5.8,-0.01,-0.02,-1,1.77,-0.73,-0.12,2
5.85,0,-0.01,-0.99,1.83,0.06,0.55,2
5.9,-0.02,-0.01,-1.02,-0.06,-1.65,-0.12,2
5.95,-0.01,-0.04,-1.01,1.04,0.06,-0.18,2
6,-0.01,-0.03,-1,1.46,-1.59,-0.24,2
6.05,0,-0.02,-0.98,1.4,-1.1,0,2
6.1,-0.01,-0.03,-1,1.46,-2.26,-0.12,2
6.15,-0.01,-0.03,-0.99,2.01,-1.65,-0.24,2
6.2,-0.01,-0.03,-1,1.89,-1.16,-0.12,2
6.25,-0.01,-0.03,-0.98,1.95,-1.22,-0.31,2
6.3,-0.01,-0.02,-1,2.26,-1.4,-0.24,2
6.35,-0.01,-0.02,-0.99,2.44,-0.85,-0.12,2
6.4,-0.01,-0.03,-0.99,2.08,-0.79,-0.06,2
6.45,-0.02,-0.02,-1,2.14,-1.1,-0.24,2
6.5,-0.01,-0.02,-0.99,1.71,-1.89,-0.37,2
6.55,-0.01,-0.03,-1,2.01,-1.46,-0.06,2
6.6,0,-0.02,-0.97,2.32,-2.01,-0.31,2
6.65,-0.01,-0.03,-1,2.32,-0.43,-0.31,2
6.7,-0.01,-0.02,-1,2.56,-0.61,-0.31,2
6.75,-0.02,-0.03,-1,2.56,-0.85,-0.24,2
6.8,-0.01,-0.02,-0.99,2.69,-0.92,-0.18,2
6.85,0,-0.02,-0.98,1.95,-1.59,-0.24,2
6.9,-0.01,-0.03,-0.99,1.83,-0.55,0.18,2
6.95,-0.01,-0.02,-0.99,2.01,-1.16,-0.24,2
7,-0.01,-0.02,-1,3.66,0.06,-0.31,2
7.05,-0.02,-0.03,-1,2.81,-1.16,-0.24,2
7.1,-0.01,-0.02,-0.99,2.08,-0.98,-0.24,2
7.15,-0.01,-0.02,-0.99,2.08,-1.16,-0.24,2
7.2,-0.01,-0.03,-0.99,2.32,-0.55,-0.31,2
7.25,-0.02,-0.02,-0.99,1.53,0.43,-0.31,2
7.3,-0.01,-0.03,-0.99,1.65,-0.12,-0.37,2
7.35,-0.02,-0.03,-1,1.4,-0.49,-0.24,2
7.4,-0.02,-0.02,-0.99,2.32,-0.06,-0.31,2
7.45,-0.02,-0.02,-0.99,2.26,-0.67,-0.31,2
7.5,-0.02,-0.02,-1,1.89,-0.73,-0.24,2
7.55,-0.01,-0.02,-0.98,2.2,0.79,-0.24,2
7.6,-0.03,-0.03,-0.99,2.14,-0.24,-0.18,2
7.65,-0.03,-0.02,-0.99,1.77,-1.16,-0.18,2
7.7,-0.03,-0.03,-1,1.22,-0.92,-0.31,2
7.75,-0.02,-0.03,-0.99,2.01,-0.79,-0.24,2
7.8,-0.02,-0.03,-0.99,2.38,-0.92,-0.06,2
7.85,-0.03,-0.03,-0.99,1.65,-1.1,-0.18,2
7.9,-0.02,-0.03,-1,1.28,-0.98,-0.31,2
7.95,-0.02,-0.03,-0.99,2.26,-1.95,-0.31,2
8,-0.03,-0.03,-0.99,2.26,-1.65,-0.24,2
8.05,-0.02,-0.02,-0.98,2.14,-2.38,-0.18,2
8.1,-0.01,-0.03,-0.98,1.4,-1.77,-0.12,2
8.15,-0.03,-0.03,-1,1.83,-1.28,-0.18,2
8.2,-0.03,-0.03,-0.99,1.89,-0.98,-0.24,2
8.25,-0.03,-0.03,-1,2.08,-1.1,-0.24,2
8.3,-0.02,-0.03,-0.98,1.53,-1.53,-0.31,2
8.35,-0.02,-0.03,-0.99,2.01,-2.01,-0.18,2
8.4,-0.02,-0.04,-0.99,2.01,-1.04,-0.24,2
8.45,-0.03,-0.03,-1.01,2.2,-0.55,-0.24,2
8.5,-0.03,-0.03,-1,1.46,-1.04,-0.24,2
8.55,-0.02,-0.03,-0.99,1.71,-1.71,-0.06,2
8.6,-0.02,-0.03,-0.99,1.77,-1.16,-0.24,2
8.65,-0.03,-0.03,-1,2.2,-1.16,-0.18,2
8.7,-0.02,-0.03,-0.99,1.89,-1.22,-0.24,2
8.75,-0.03,-0.04,-1,2.01,-1.04,-0.31,2
8.8,-0.02,-0.03,-0.99,2.01,-1.34,-0.12,2
8.85,-0.02,-0.03,-0.98,1.16,-0.79,-0.24,2
8.9,-0.03,-0.04,-1,2.5,-1.28,0.37,2
8.95,-0.02,-0.02,-0.97,2.2,-1.95,-0.18,2
9,-0.01,-0.04,-0.98,1.89,-0.73,-0.31,2
9.05,-0.02,-0.04,-1,2.5,-0.61,-0.12,2
9.1,-0.03,-0.03,-1,2.62,-0.85,-0.06,2
9.15,-0.02,-0.04,-0.99,2.75,-1.16,-0.31,2
9.2,-0.02,-0.04,-0.99,2.08,-0.85,0.06,2
9.25,-0.03,-0.04,-1,2.38,-0.55,-0.12,2
9.3,-0.03,0,-1,2.32,-1.28,0.12,2
9.35,-0.03,-0.04,-0.99,1.77,-2.26,-0.18,2
9.4,-0.02,-0.04,-0.99,2.5,-1.77,-0.12,2
9.45,-0.02,-0.03,-0.98,2.5,-1.59,0,2
9.5,-0.03,-0.03,-0.99,2.08,-1.22,-0.24,2
9.55,-0.02,-0.03,-0.98,1.77,-1.1,-0.31,2
9.6,-0.02,-0.04,-0.99,2.5,-1.83,-0.24,2
9.65,-0.03,-0.03,-0.98,3.05,-0.79,-0.18,2
9.7,-0.02,-0.02,-0.98,2.81,-1.46,-0.24,2
9.75,-0.03,-0.03,-1,2.75,-0.37,-0.55,2
9.8,-0.02,-0.04,-0.99,2.69,-0.85,-0.31,2
9.85,-0.02,-0.03,-0.98,1.4,-2.32,-0.12,2
9.9,-0.02,-0.04,-0.98,2.32,-1.1,-0.06,2
9.95,-0.03,-0.03,-1,2.81,-1.83,-0.12,2
10,-0.02,-0.03,-0.98,1.89,-1.65,-0.31,2
10.05,-0.02,-0.04,-1,2.32,-1.53,-0.37,2
10.1,-0.02,-0.04,-1,2.01,-1.4,-0.31,2
10.15,-0.03,-0.03,-0.99,2.08,-2.01,-0.31,2
10.2,-0.02,-0.03,-0.99,1.4,-1.4,-0.31,2
10.25,-0.02,-0.04,-1,2.2,-1.59,-0.31,2
10.3,-0.02,-0.04,-0.99,1.95,-1.34,-0.31,2
10.35,-0.02,-0.03,-0.99,2.01,-1.53,-0.12,2
10.4,-0.02,-0.03,-0.99,2.14,-1.59,-0.18,2
10.45,-0.02,-0.04,-0.99,1.89,-2.01,-0.24,2
10.5,-0.02,-0.04,-0.99,1.95,-1.46,-0.37,2
10.55,-0.02,-0.03,-1.01,2.14,-0.85,-0.31,2
10.6,-0.02,-0.03,-0.99,2.44,-1.95,-0.37,2
10.65,-0.02,-0.03,-0.99,1.83,-1.46,-0.18,2
10.7,-0.02,-0.03,-0.99,1.59,-1.4,-0.24,2
10.75,-0.02,-0.04,-1,1.65,-1.4,-0.18,2
10.8,-0.02,-0.03,-0.99,2.32,-1.04,-0.24,2
10.85,-0.02,-0.03,-0.99,1.65,-1.34,-0.31,2
10.9,-0.02,-0.05,-0.99,1.53,-0.85,-0.18,2
10.95,-0.01,-0.04,-0.98,1.22,-2.2,-0.24,2
11,-0.02,-0.04,-0.99,1.53,-0.85,-0.12,2
11.05,-0.02,-0.04,-0.99,1.53,-1.95,-0.18,2
11.1,-0.02,-0.03,-1,1.77,-1.89,-0.31,2
11.15,-0.02,-0.04,-0.99,2.14,-1.46,-0.43,2
11.2,-0.02,-0.04,-0.99,2.14,-1.77,-0.12,2
11.25,-0.01,-0.04,-0.99,2.08,-1.34,-0.24,2
11.3,-0.02,-0.04,-0.99,1.83,-1.59,-0.31,2
11.35,-0.02,-0.04,-1,2.26,-1.59,-0.31,2
11.4,-0.02,-0.04,-1,1.95,-0.98,-0.24,2
11.45,-0.02,-0.04,-0.98,2.26,-2.01,-0.31,2
11.5,-0.04,-0.01,-1,1.95,-1.22,-0.37,2
11.55,-0.03,-0.02,-0.99,0.79,-2.99,-2.93,2
11.6,0,-0.06,-0.98,0.92,-3.17,-2.44,2
11.65,0.01,-0.07,-0.98,2.14,-2.2,-0.79,2
11.7,0,-0.06,-0.99,2.38,-0.55,-0.12,2
11.75,-0.02,-0.04,-1,2.62,-0.24,0.49,2
11.8,-0.02,-0.04,-0.99,2.32,-1.22,-0.12,2
11.85,-0.02,-0.04,-1,2.26,-1.4,-0.37,2
11.9,-0.01,-0.05,-0.99,1.83,-1.04,-0.37,2
11.95,-0.01,-0.05,-1,2.69,-1.28,-0.18,2
12,-0.01,-0.04,-0.99,2.62,-1.22,-0.24,2
12.05,-0.02,-0.05,-0.98,2.99,-1.1,-0.24,2
12.1,-0.01,-0.04,-0.99,3.17,-0.12,-0.18,2
12.15,-0.02,-0.03,-0.98,2.38,-0.98,-0.37,2
12.2,-0.01,-0.05,-0.99,2.26,-0.98,-0.18,2
12.25,-0.02,-0.03,-0.99,3.05,-1.34,-0.18,2
12.3,-0.01,-0.04,-0.99,1.71,-1.53,-0.37,2
12.35,-0.02,-0.05,-0.99,2.26,-1.1,-0.31,2
12.4,-0.01,-0.05,-0.99,2.2,-1.59,-0.24,2
12.45,-0.01,-0.04,-0.99,2.56,-1.04,-0.24,2
12.5,-0.02,-0.04,-0.99,2.44,-1.16,0.06,2
12.55,-0.02,-0.05,-0.99,2.2,-0.49,-0.24,2
12.6,-0.02,-0.04,-1,2.26,-1.04,-0.18,2
12.65,-0.02,-0.04,-0.99,2.38,-0.18,-0.24,2
12.7,-0.02,-0.04,-1,2.62,-1.46,-0.24,2
12.75,-0.02,-0.04,-1,2.26,-0.92,-0.12,2
12.8,-0.01,-0.04,-0.97,1.89,-2.38,-0.31,2
12.85,-0.02,-0.05,-0.99,2.38,-0.18,-0.24,2
12.9,-0.02,-0.04,-0.99,2.5,-1.59,-0.18,2
12.95,-0.02,-0.04,-0.99,1.59,-2.14,-0.24,2
13,-0.01,-0.05,-0.98,2.14,-0.12,-0.18,2
13.05,-0.01,-0.04,-0.98,2.08,-0.98,0,2
13.1,-0.03,-0.04,-1.01,2.44,0,0.12,2
13.15,-0.03,-0.03,-0.99,2.93,-1.53,-0.31,2
13.2,-0.03,-0.04,-1,1.89,-0.73,-0.49,2
13.25,-0.02,-0.05,-0.99,2.2,-1.65,-0.37,2
13.3,-0.02,-0.03,-0.98,1.95,-1.77,-0.24,2
13.35,-0.02,-0.04,-0.98,1.46,-1.53,-0.31,2
13.4,-0.03,-0.05,-1,1.83,-2.56,0.12,2
13.45,-0.02,-0.04,-0.99,1.1,-1.71,-0.31,2
13.5,-0.02,-0.05,-0.99,1.89,-2.14,-0.37,2
13.55,-0.02,-0.04,-0.99,1.59,-1.77,-0.31,2
13.6,-0.02,-0.04,-0.99,1.77,-1.83,-0.31,2
13.65,-0.02,-0.05,-0.99,2.32,-1.4,-0.43,2
13.7,-0.02,-0.05,-0.99,2.26,-1.04,-0.24,2
13.75,-0.02,-0.04,-0.99,1.83,-1.89,-0.18,2
13.8,-0.01,-0.05,-0.98,1.4,-1.65,-0.31,2
13.85,-0.02,-0.05,-1,2.14,-0.61,-0.31,2
13.9,-0.01,-0.05,-0.99,1.28,-1.46,-0.24,2
13.95,-0.02,-0.05,-0.99,1.89,-0.79,-0.18,2
14,-0.02,-0.05,-0.99,1.4,-1.1,-0.12,2
14.05,-0.02,-0.05,-0.99,1.71,-1.95,0.12,2
14.1,-0.01,-0.05,-0.98,1.34,-1.95,-0.12,2
14.15,-0.02,-0.05,-1,1.83,-0.98,-0.12,2
14.2,-0.02,-0.05,-0.99,2.38,-1.34,0.24,2
14.25,-0.02,-0.04,-0.99,2.01,-1.77,-0.24,2
14.3,-0.01,-0.05,-0.98,1.53,-1.89,-0.37,2
14.35,-0.01,-0.05,-0.99,2.2,-1.77,-0.18,2
14.4,-0.02,-0.04,-0.99,1.95,-1.77,-0.24,2
14.45,-0.01,-0.06,-0.98,1.22,-0.12,-0.31,2
14.5,-0.02,-0.06,-1,2.81,-1.71,0,2
14.55,-0.01,-0.04,-0.98,2.2,-1.89,-0.24,2
14.6,-0.02,-0.05,-1,2.01,-1.4,-0.24,2
14.65,-0.01,-0.05,-0.99,2.38,-2.14,-0.24,2
14.7,-0.01,-0.05,-0.99,2.08,-1.1,-0.37,2
14.75,-0.02,-0.05,-0.99,2.2,-1.59,-0.24,2
14.8,-0.01,-0.06,-1,2.01,-1.22,-0.24,2
14.85,-0.02,-0.05,-1,2.5,-1.16,-0.18,2
14.9,-0.02,-0.05,-0.98,1.89,-0.98,-0.31,2
14.95,-0.02,-0.05,-1,2.69,-0.55,-0.31,2
15,-0.01,-0.05,-0.98,2.26,-0.92,-0.24,2
15.05,-0.02,-0.06,-1,2.56,-1.16,-0.18,2
15.1,-0.03,-0.04,-1.02,2.75,-0.49,-0.31,2
15.15,-0.02,-0.05,-0.99,1.71,-1.65,-0.31,2
15.2,-0.02,-0.05,-1,2.44,-1.28,-0.12,2
15.25,-0.02,-0.05,-0.99,2.69,-0.98,-0.24,2
15.3,-0.02,-0.05,-0.99,2.69,-1.77,-0.31,2
15.35,-0.02,-0.04,-1,2.2,-1.71,-0.31,2
15.4,-0.02,-0.05,-0.99,2.75,-1.28,-0.24,2
15.45,-0.02,-0.05,-0.99,2.56,-1.34,-0.12,2
15.5,-0.01,-0.04,-0.98,2.08,-1.59,-0.24,2
15.55,-0.02,-0.05,-0.99,2.14,-1.34,-0.18,2
15.6,-0.02,-0.04,-0.99,2.38,-1.65,-0.18,2
15.65,-0.02,-0.05,-1,2.56,-1.77,-0.67,2
15.7,-0.01,-0.06,-0.99,1.95,-2.01,-0.43,2
15.75,-0.02,-0.05,-1,2.44,-1.1,-0.24,2
15.8,-0.02,-0.05,-0.98,2.26,-0.37,-0.31,2
15.85,-0.02,-0.04,-0.99,2.44,-1.59,-0.24,2
15.9,-0.02,-0.04,-0.99,2.14,-1.77,-0.37,2
15.95,-0.01,-0.05,-1,2.5,-1.65,-0.31,2
16,-0.01,-0.04,-0.99,2.2,-1.46,-0.18,2
16.05,-0.02,-0.05,-0.99,2.2,-1.53,-0.24,2
16.1,-0.02,-0.05,-1,2.38,-0.92,-0.43,2
16.15,-0.02,-0.05,-0.99,2.44,-0.73,-0.31,2
16.2,-0.02,-0.05,-1,2.56,-1.4,-0.31,2
16.25,-0.02,-0.05,-0.99,2.56,-1.59,-0.24,2
16.3,-0.01,-0.04,-0.98,2.38,-1.34,-0.12,2
16.35,-0.02,-0.04,-1,2.81,-1.95,-0.18,2
16.4,-0.01,-0.04,-0.98,1.71,-2.01,-0.24,2
16.45,-0.02,-0.05,-0.99,1.89,-1.95,-0.24,2
16.5,-0.01,-0.05,-0.99,1.83,-0.98,-0.24,2
16.55,-0.02,-0.04,-0.99,2.14,-1.77,-0.12,2
16.6,-0.02,-0.04,-0.99,2.38,-1.71,-0.31,2
16.65,-0.02,-0.04,-1,2.44,-1.34,-0.37,2
16.7,-0.02,-0.05,-0.99,2.08,-0.85,0.06,2
16.75,-0.02,-0.04,-0.99,1.83,-0.98,-0.24,2
16.8,-0.02,-0.05,-0.99,1.89,-1.04,-0.12,2
16.85,-0.02,-0.04,-1,2.2,-1.34,-0.12,2
16.9,-0.01,-0.04,-0.98,1.95,-1.28,-0.43,2
16.95,-0.02,-0.05,-1,2.56,-1.4,-0.24,2
17,-0.01,-0.04,-0.99,2.01,-1.04,-0.18,2
17.05,-0.02,-0.04,-0.99,2.26,-1.77,-0.24,2
17.1,-0.01,-0.05,-0.99,1.83,-1.34,-0.24,2
17.15,-0.02,-0.05,-0.99,1.89,-1.77,-0.31,2
17.2,-0.02,-0.05,-0.99,2.26,-1.53,-0.31,2
17.25,-0.02,-0.05,-1,1.46,-1.16,-0.24,2
17.3,-0.02,-0.05,-1,2.2,-1.28,-0.31,2
17.35,-0.02,-0.05,-1,2.38,-0.49,-0.24,2
17.4,-0.02,-0.04,-0.99,2.01,-1.59,-0.06,2
17.45,-0.02,-0.04,-0.99,2.14,-1.4,-0.18,2
17.5,-0.02,-0.05,-0.99,1.59,-1.59,-0.12,2
17.55,-0.01,-0.05,-0.99,1.4,-1.65,-0.24,2
17.6,-0.01,-0.05,-0.99,1.95,-1.34,-0.24,2
17.65,-0.02,-0.05,-0.99,2.32,-1.22,-0.31,2
17.7,-0.02,-0.05,-1,2.08,-1.4,-0.24,2
17.75,-0.01,-0.05,-1,2.38,-0.61,-0.24,2
17.8,-0.01,-0.05,-0.99,2.26,-0.49,-0.06,2
17.85,-0.02,-0.05,-0.99,2.38,-1.53,-0.18,2
17.9,-0.01,-0.05,-0.99,1.95,-1.83,-0.31,2
17.95,-0.02,-0.05,-1,2.32,-1.22,-0.31,2
18,-0.01,-0.06,-0.99,2.44,-1.04,-0.24,2
18.05,-0.02,-0.05,-0.99,2.08,-1.16,-0.24,2
18.1,-0.01,-0.05,-0.99,2.14,-0.92,-0.24,2
18.15,-0.02,-0.05,-1,2.38,-1.04,-0.06,2
18.2,-0.01,-0.04,-0.99,1.83,-1.1,-0.24,2
18.25,-0.02,-0.05,-0.98,1.77,-1.28,-0.18,2
18.3,-0.01,-0.06,-0.99,2.62,-1.34,-0.24,2
18.35,-0.01,-0.05,-0.99,1.65,-1.71,-0.12,2
18.4,-0.02,-0.05,-1,2.14,-1.34,-0.24,2
18.45,-0.02,-0.06,-0.99,1.83,-1.53,-0.18,2
18.5,-0.01,-0.06,-0.99,2.32,-1.46,-0.24,2
18.55,-0.02,-0.05,-0.99,2.01,-0.98,-0.18,2
18.6,-0.01,-0.05,-0.99,2.32,-1.95,-0.18,2
18.65,-0.01,-0.05,-0.98,2.2,-1.83,0,2
18.7,-0.02,-0.05,-1,2.32,-1.16,-0.31,2
18.75,-0.01,-0.05,-0.99,2.26,-1.28,-0.37,2
18.8,-0.01,-0.06,-0.99,1.77,-0.85,-0.31,2
18.85,-0.01,-0.06,-0.99,2.2,-1.89,-0.24,2
18.9,-0.01,-0.05,-0.99,2.08,-1.16,-0.18,2
18.95,-0.02,-0.05,-1.01,2.08,-1.1,-0.31,2
19,-0.01,-0.06,-0.99,1.95,-1.95,-0.06,2
19.05,-0.01,-0.05,-1,2.14,-1.04,-0.24,2
19.1,-0.01,-0.05,-0.99,2.5,-0.85,-0.12,2
19.15,-0.02,-0.05,-1,2.01,-0.24,-0.24,2
19.2,-0.01,-0.05,-0.98,2.2,-1.65,-0.24,2
19.25,-0.02,-0.05,-1,1.95,-1.1,-0.12,2
19.3,-0.01,-0.05,-0.99,2.5,-1.22,0,2
19.35,-0.01,-0.04,-0.98,1.4,-2.14,-0.37,2
19.4,-0.01,-0.07,-1,1.95,-0.61,-0.24,2
19.45,-0.02,-0.05,-0.99,2.2,-1.89,0.24,2
19.5,-0.01,-0.05,-0.99,2.32,-1.4,-0.24,2
19.55,-0.02,-0.05,-1,2.44,-1.16,-0.24,2
19.6,-0.01,-0.05,-0.99,3.3,-1.28,-0.31,2
19.65,-0.02,-0.05,-0.99,2.38,-0.92,-0.31,2
19.7,-0.01,-0.05,-0.99,2.14,-1.59,-0.12,2
19.75,-0.01,-0.05,-0.98,2.2,-0.85,0.12,2
19.8,-0.02,-0.04,-0.99,1.95,-1.71,-0.18,2
19.85,-0.01,-0.05,-0.99,1.89,-1.59,-0.31,2
19.9,-0.02,-0.05,-1,1.95,-1.1,-0.24,2
19.95,-0.01,-0.06,-0.99,1.71,-1.16,-0.18,2
20,-0.01,-0.05,-0.99,2.38,-1.4,-0.24,2
20.05,-0.02,-0.05,-0.99,2.2,-1.16,-0.12,2
20.1,-0.01,-0.05,-0.98,2.5,-1.65,-0.31,2
20.15,-0.01,-0.06,-1,2.2,-1.83,-0.24,2
20.2,-0.02,-0.05,-0.99,2.32,-0.98,-0.31,2
20.25,-0.02,-0.06,-1,2.08,-1.28,-0.31,2
20.3,-0.02,-0.05,-0.99,2.01,-1.71,-0.24,2
20.35,-0.02,-0.05,-1,2.32,-1.77,-0.37,2
20.4,-0.01,-0.06,-0.99,1.77,-1.16,-0.31,2
20.45,-0.02,-0.05,-1,2.26,-1.4,-0.18,2
20.5,-0.01,-0.05,-0.99,1.83,-1.4,-0.31,2
20.55,-0.01,-0.05,-0.99,1.95,-1.34,-0.12,2
20.6,-0.01,-0.05,-0.98,2.38,-1.28,-0.24,2
20.65,-0.01,-0.04,-0.98,2.56,-1.89,-0.24,2
20.7,-0.01,-0.06,-0.99,1.71,-1.16,-0.31,2
20.75,-0.02,-0.06,-1,2.5,-1.28,0.18,2
20.8,-0.01,-0.04,-0.98,2.5,-1.34,-0.49,2
20.85,-0.01,-0.06,-1,2.08,-1.22,-0.24,2
20.9,-0.01,-0.05,-1,2.75,-1.53,-0.24,2
